page_id,chapter,section,section_name,sentence_number,sentence
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,31,"VOLUME I     Unit 1: Mechanics     Chapter 1: Units and Measurement   Chapter 2: Vectors   Chapter 3: Motion Along a Straight Line   Chapter 4: Motion in Two and Three Dimensions   Chapter 5: Newton's Laws of Motion   Chapter 6: Applications of Newton's Laws   Chapter 7: Work and Kinetic Energy   Chapter 8: Potential Energy and Conservation of Energy   Chapter 9: Linear Momentum and Collisions   Chapter 10: Fixed-Axis Rotation   Chapter 11: Angular Momentum   Chapter 12: Static Equilibrium and Elasticity   Chapter 13: Gravitation   Chapter 14: Fluid Mechanics     Unit 2: Waves and Acoustics     Chapter 15: Oscillations   Chapter 16: Waves   Chapter 17: Sound     VOLUME II     Unit 1: Thermodynamics     Chapter 1: Temperature and Heat   Chapter 2: The Kinetic Theory of Gases   Chapter 3: The First Law of Thermodynamics   Chapter 4: The Second Law of Thermodynamics     Unit 2: Electricity and Magnetism     Chapter 5: Electric Charges and Fields   Chapter 6: Gauss's Law   Chapter 7: Electric Potential   Chapter 8: Capacitance   Chapter 9: Current and Resistance   Chapter 10: Direct-Current Circuits   Chapter 11: Magnetic Forces and Fields   Chapter 12: Sources of Magnetic Fields   Chapter 13: Electromagnetic Induction   Chapter 14: Inductance   Chapter 15: Alternating-Current Circuits   Chapter 16: Electromagnetic Waves     VOLUME III     Unit 1: Optics     Chapter 1: The Nature of Light   Chapter 2: Geometric Optics and Image Formation   Chapter 3: Interference   Chapter 4: Diffraction     Unit 2: Modern Physics     Chapter 5: Relativity   Chapter 6: Photons and Matter Waves   Chapter 7: Quantum Mechanics   Chapter 8: Atomic Structure   Chapter 9: Condensed Matter Physics   Chapter 10: Nuclear Physics   Chapter 11: Particle Physics and Cosmology       Pedagogical foundation  Throughout  University Physics  you will find derivations of concepts that present classical ideas and techniques, as well as modern applications and methods."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,32,Most chapters start with observations or experiments that place the material in a context of physical experience.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,33,"Presentations and explanations rely on years of classroom experience on the part of long-time physics professors, striving for a balance of clarity and rigor that has proven successful with their students."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,34,"Throughout the text, links enable students to review earlier material and then return to the present discussion, reinforcing connections between topics."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,35,"Key historical figures and experiments are discussed in the main text (rather than in boxes or sidebars), maintaining a focus on the development of physical intuition."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,36,"Key ideas, definitions, and equations are highlighted in the text and listed in summary form at the end of each chapter."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,37,"Examples and chapter-opening images often include contemporary applications from daily life or modern science and engineering that students can relate to, from smart phones to the internet to GPS devices."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,38,"Assessments that reinforce key concepts  In-chapter  Examples  generally follow a three-part format of Strategy, Solution, and Significance to emphasize how to approach a problem, how to work with the equations, and how to check and generalize the result."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,39,Examples are often followed by  Check Your Understanding  questions and answers to help reinforce for students the important ideas of the examples.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,40,Problem-Solving Strategies  in each chapter break down methods of approaching various types of problems into steps students can follow for guidance.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,41,The book also includes exercises at the end of each chapter so students can practice what they've learned.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,42,Conceptual questions  do not require calculation but test student learning of the key concepts.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,43,Problems  categorized by section test student problem-solving skills and the ability to apply ideas to practical situations.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,44,"Additional Problems  apply knowledge across the chapter, forcing students to identify what concepts and equations are appropriate for solving given problems."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,45,Randomly located throughout the problems are  Unreasonable Results  exercises that ask students to evaluate the answer to a problem and explain why it is not reasonable and what assumptions made might not be correct.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,46,Challenge Problems  extend text ideas to interesting but difficult situations.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,47,Answers for selected exercises are available in an  Answer Key  at the end of the book.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,48,"Additional resources   Student and instructor resources  We've compiled additional resources for both students and instructors, including Getting Started Guides, PowerPoint slides, and answer and solution guides for instructors and students."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,49,"Instructor resources require a verified instructor account, which you can apply for when you log in or create your account on OpenStax.org."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,50,Take advantage of these resources to supplement your OpenStax book.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,51,"Community Hubs   OpenStax partners with the Institute for the Study of Knowledge Management in Education (ISKME) to offer Community Hubs on OER Commons – a platform for instructors to share community-created resources that support OpenStax books, free of charge."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,52,"Through our Community Hubs, instructors can upload their own materials or download resources to use in their own courses, including additional ancillaries, teaching material, multimedia, and relevant course content."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,53,We encourage instructors to join the hubs for the subjects most relevant to your teaching and research as an opportunity both to enrich your courses and to engage with other faculty.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,54,"To reach the Community Hubs, visit  www.oercommons.org/hubs/OpenStax ."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,55,Partner resources  OpenStax partners are our allies in the mission to make high-quality learning materials affordable and accessible to students and instructors everywhere.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,56,Their tools integrate seamlessly with our OpenStax titles at a low cost.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,57,"To access the partner resources for your text, visit your book page on OpenStax.org."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,58,"About the authors   Senior contributing authors   Samuel J. Ling, Truman State University     Dr. Samuel Ling has taught introductory and advanced physics for over 25 years at Truman State University, where he is currently Professor of Physics and the Department Chair."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,59,"Dr. Ling has two PhDs from Boston University, one in Chemistry and the other in Physics, and he was a Research Fellow at the Indian Institute of Science, Bangalore, before joining Truman."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,60,"Dr. Ling is also an author of  A First Course in Vibrations and Waves , published by Oxford University Press."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,61,Dr. Ling has considerable experience with research in Physics Education and has published research on collaborative learning methods in physics teaching.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,62,He was awarded a Truman Fellow and a Jepson fellow in recognition of his innovative teaching methods.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,63,"Dr. Ling's research publications have spanned Cosmology, Solid State Physics, and Nonlinear Optics."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,64,"Jeff Sanny, Loyola Marymount University     Dr. Jeff Sanny earned a BS in Physics from Harvey Mudd College in 1974 and a PhD in Solid State Physics from the University of California–Los Angeles in 1980."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,65,He joined the faculty at Loyola Marymount University in the fall of 1980.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,66,"During his tenure, he has served as department Chair as well as Associate Dean."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,67,Dr. Sanny enjoys teaching introductory physics in particular.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,68,He is also passionate about providing students with research experience and has directed an active undergraduate student research group in space physics for many years.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,69,"William Moebs, Formerly of Loyola Marymount University     Dr. William Moebs earned a BS and PhD (1959 and 1965) from the University of Michigan."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,70,"He then joined their staff as a Research Associate for one year, where he continued his doctoral research in particle physics."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,71,"In 1966, he accepted an appointment to the Physics Department of Indiana Purdue Fort Wayne (IPFW), where he served as Department Chair from 1971 to 1979."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,72,"In 1979, he moved to Loyola Marymount University (LMU), where he served as Chair of the Physics Department from 1979 to 1986."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,73,He retired from LMU in 2000.
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,74,"He has published research in particle physics, chemical kinetics, cell division, atomic physics, and physics teaching."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,75,"Contributing authors  Stephen D. Druger    Alice Kolakowska, University of Memphis    David Anderson, Albion College    Daniel Bowman, Ferrum College    Dedra Demaree, Georgetown University    Edw."
1a87e4af-d3b2-4c23-981c-d33ca2fed9b2@21,0.0,1.0,Preface,76,"S. Ginsberg, University of Massachusetts    Joseph Trout, Richard Stockton College    Kevin Wheelock, Bellevue College    David Smith, University of the Virgin Islands    Takashi Sato, Kwantlen Polytechnic University    Gerald Friedman, Santa Fe Community College    Lev Gasparov, University of North Florida    Lee LaRue, Paris Junior College    Mark Lattery, University of Wisconsin    Richard Ludlow, Daniel Webster College    Patrick Motl, Indiana University Kokomo    Tao Pang, University of Nevada, Las Vegas    Kenneth Podolak, Plattsburgh State University    Reviewers  Salameh Ahmad, Rochester Institute of Technology–Dubai    John Aiken, University of Colorado–Boulder    Raymond Benge, Terrant County College    Gavin Buxton, Robert Morris University    Erik Christensen, South Florida State College    Clifton Clark, Fort Hays State University    Nelson Coates, California Maritime Academy    Herve Collin, Kapi'olani Community College    Carl Covatto, Arizona State University    Alejandro Cozzani, Imperial Valley College    Danielle Dalafave, The College of New Jersey    Nicholas Darnton, Georgia Institute of Technology    Ethan Deneault, University of Tampa    Kenneth DeNisco, Harrisburg Area Community College    Robert Edmonds, Tarrant County College    William Falls, Erie Community College    Stanley Forrester, Broward College    Umesh Garg, University of Notre Dame    Maurizio Giannotti, Barry University    Bryan Gibbs, Dallas County Community College    Lynn Gillette, Pima Community College–West Campus    Mark Giroux, East Tennessee State University    Matthew Griffiths, University of New Haven    Alfonso Hinojosa, University of Texas–Arlington    Steuard Jensen, Alma College    David Kagan, University of Massachusetts    Sergei Katsev, University of Minnesota–Duluth    Gregory Lapicki, East Carolina University    Jill Leggett, Florida State College–Jacksonville    Alfredo Louro, University of Calgary    James Maclaren, Tulane University    Ponn Maheswaranathan, Winthrop University    Seth Major, Hamilton College    Oleg Maksimov, Excelsior College    Aristides Marcano, Delaware State University    James McDonald, University of Hartford    Ralph McGrew, SUNY–Broome Community College    Paul Miller, West Virginia University    Tamar More, University of Portland    Farzaneh Najmabadi, University of Phoenix    Richard Olenick, The University of Dallas    Christopher Porter, Ohio State University    Liza Pujji, Manakau Institute of Technology    Baishali Ray, Young Harris University    Andrew Robinson, Carleton University    Aruvana Roy, Young Harris University    Gajendra Tulsian, Daytona State College    Adria Updike, Roger Williams University    Clark Vangilder, Central Arizona University    Steven Wolf, Texas State University    Alexander Wurm, Western New England University    Lei Zhang, Winston Salem State University    Ulrich Zurcher, Cleveland State University"
0d2ac2b4-a592-4948-a787-06f448b38c35@6,1.0,1.0,Chapter Outline,1,"1.1     Temperature and Thermal Equilibrium      1.2     Thermometers and Temperature Scales      1.3     Thermal Expansion      1.4     Heat Transfer, Specific Heat, and Calorimetry      1.5     Phase Changes      1.6     Mechanisms of Heat Transfer      Introduction                                    Figure   1.1        These snowshoers on Mount Hood in Oregon are enjoying the heat flow and light caused by high temperature."
0d2ac2b4-a592-4948-a787-06f448b38c35@6,1.0,1.0,Chapter Outline,2,All three mechanisms of heat transfer are relevant to this picture.
0d2ac2b4-a592-4948-a787-06f448b38c35@6,1.0,1.0,Chapter Outline,3,The heat flowing out of the fire also turns the solid snow to liquid water and vapor.
0d2ac2b4-a592-4948-a787-06f448b38c35@6,1.0,1.0,Chapter Outline,5,"Hood Territory""/Flickr)    Heat and temperature are important concepts for each of us, every day."
0d2ac2b4-a592-4948-a787-06f448b38c35@6,1.0,1.0,Chapter Outline,6,"How we dress in the morning depends on whether the day is hot or cold, and most of what we do requires energy that ultimately comes from the Sun."
0d2ac2b4-a592-4948-a787-06f448b38c35@6,1.0,1.0,Chapter Outline,7,The study of heat and temperature is part of an area of physics known as thermodynamics.
0d2ac2b4-a592-4948-a787-06f448b38c35@6,1.0,1.0,Chapter Outline,8,The laws of thermodynamics govern the flow of energy throughout the universe.
0d2ac2b4-a592-4948-a787-06f448b38c35@6,1.0,1.0,Chapter Outline,9,"They are studied in all areas of science and engineering, from chemistry to biology to environmental science."
0d2ac2b4-a592-4948-a787-06f448b38c35@6,1.0,1.0,Chapter Outline,10,"In this chapter, we explore heat and temperature."
0d2ac2b4-a592-4948-a787-06f448b38c35@6,1.0,1.0,Chapter Outline,11,It is not always easy to distinguish these terms.
0d2ac2b4-a592-4948-a787-06f448b38c35@6,1.0,1.0,Chapter Outline,12,Heat is the flow of energy from one object to another.
0d2ac2b4-a592-4948-a787-06f448b38c35@6,1.0,1.0,Chapter Outline,13,This flow of energy is caused by a difference in temperature.
0d2ac2b4-a592-4948-a787-06f448b38c35@6,1.0,1.0,Chapter Outline,14,"The transfer of heat can change temperature, as can work, another kind of energy transfer that is central to thermodynamics."
0d2ac2b4-a592-4948-a787-06f448b38c35@6,1.0,1.0,Chapter Outline,15,"We return to these basic ideas several times throughout the next four chapters, and you will see that they affect everything from the behavior of atoms and molecules to cooking to our weather on Earth to the life cycles of stars."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,1,"Learning Objectives By the end of this section, you will be able to:     Define temperature and describe it qualitatively   Explain thermal equilibrium   Explain the zeroth law of thermodynamics       Heat is familiar to all of us."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,2,We can feel heat entering our bodies from the summer Sun or from hot coffee or tea after a winter stroll.
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,3,We can also feel heat leaving our bodies as we feel the chill of night or the cooling effect of sweat after exercise.
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,4,What is heat?
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,5,How do we define it and how is it related to temperature?
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,6,What are the effects of heat and how does it flow from place to place?
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,7,"We will find that, in spite of the richness of the phenomena, a small set of underlying physical principles unites these subjects and ties them to other fields."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,8,We start by examining temperature and how to define and measure it.
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,9,Temperature   The concept of temperature has evolved from the common concepts of hot and cold.
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,10,The scientific definition of temperature explains more than our senses of hot and cold.
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,11,"As you may have already learned, many physical quantities are defined solely in terms of how they are observed or measured, that is, they are defined  operationally ."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,12,Temperature  is operationally defined as the quantity of what we measure with a thermometer.
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,13,"As we will see in detail in a later chapter on the kinetic theory of gases,  temperature  is proportional to the average kinetic energy of translation, a fact that provides a more physical definition."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,14,"Differences in temperature maintain the transfer of heat, or  heat transfe r, throughout the universe."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,15,Heat transfer  is the movement of energy from one place or material to another as a result of a difference in temperature.
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,16,You will learn more about  heat transfer  later in this chapter.)
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,17,Thermal Equilibrium   An important concept related to temperature is  thermal equilibrium .
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,18,"Two objects are in thermal equilibrium if they are in close contact that allows either to gain energy from the other, but nevertheless, no net energy is transferred between them."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,19,"Even when not in contact, they are in thermal equilibrium if, when they are placed in contact, no net energy is transferred between them."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,20,"If two objects remain in contact for a long time, they typically come to equilibrium."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,21,"In other words, two objects in thermal equilibrium do not exchange energy."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,22,"Experimentally, if object  A  is in equilibrium with object  B , and object  B  is in equilibrium with object  C , then (as you may have already guessed) object  A  is in equilibrium with object  C ."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,23,That statement of transitivity is called the  zeroth law of thermodynamics .
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,24,"The number ""zeroth"" was suggested by British physicist Ralph Fowler in the 1930s."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,25,"The first, second, and third laws of thermodynamics were already named and numbered then."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,26,"The zeroth law had seldom been stated, but it needs to be discussed before the others, so Fowler gave it a smaller number.)"
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,27,Consider the case where  A  is a thermometer.
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,28,"The zeroth law tells us that if  A  reads a certain temperature when in equilibrium with  B , and it is then placed in contact with  C , it will not exchange energy with  C ; therefore, its temperature reading will remain the same ( Figure 1.2 )."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,29,"In other words,  if two objects are in thermal equilibrium, they have the same temperature ."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,30,"Figure   1.2        If thermometer  A  is in thermal equilibrium with object  B , and  B  is in thermal equilibrium with  C , then  A  is in thermal equilibrium with  C ."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,31,"Therefore, the reading on  A  stays the same when  A  is moved over to make contact with  C ."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,32,A thermometer measures its own temperature.
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,33,"It is through the concepts of thermal equilibrium and the zeroth law of thermodynamics that we can say that a thermometer measures the temperature of  something else,  and to make sense of the statement that two objects are at the same temperature."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,34,"In the rest of this chapter, we will often refer to ""systems"" instead of ""objects."""
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,35,"As in the chapter on linear momentum and collisions, a system consists of one or more objects—but in thermodynamics, we require a system to be macroscopic, that is, to consist of a huge number (such as        10    23          10    23       ) of molecules."
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,36,Then we can say that a system is in thermal equilibrium with itself if all parts of it are at the same temperature.
8396da15-5fa4-4d0d-8d7f-4fc029531a7d@5,1.0,2.0,Temperature and Thermal Equilibrium,37,We will return to the definition of a thermodynamic system in the chapter on the first law of thermodynamics.)
1625a375-3f7c-4f9d-8ec1-766638e976bc@8,1.0,3.0,Thermometers and Temperature Scales,1,"Learning Objectives By the end of this section, you will be able to:     Describe several different types of thermometers   Convert temperatures between the Celsius, Fahrenheit, and Kelvin scales       Any physical property that depends consistently and reproducibly on temperature can be used as the basis of a thermometer."
1625a375-3f7c-4f9d-8ec1-766638e976bc@8,1.0,3.0,Thermometers and Temperature Scales,2,"For example, volume increases with temperature for most substances."
1625a375-3f7c-4f9d-8ec1-766638e976bc@8,1.0,3.0,Thermometers and Temperature Scales,3,This property is the basis for the common alcohol thermometer and the original mercury thermometers.
1625a375-3f7c-4f9d-8ec1-766638e976bc@8,1.0,3.0,Thermometers and Temperature Scales,4,"Other properties used to measure temperature include electrical resistance, color, and the emission of infrared radiation ( Figure 1.3 )."
