page_id,chapter,section,section_name,sentence_number,sentence
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,35,"Examples include a discussion on the distinction between evolutionary psychology and behavioral genetics, an analysis of the increasing prevalence rate of ADHD, and a presentation of research on strategies for coping with prejudice and discrimination."
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,36,"Connect the Concepts  features revisit a concept learned in another chapter, expanding upon it within a different context."
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,37,"Features include ""Autism Spectrum Disorder and the Expression of Emotions,"" ""Tweens, Teens, and Social Norms,"" and ""Conditioning and OCD."""
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,38,"Art, Interactives, and Assessments That Engage  Our art program is designed to enhance students' understanding of psychological concepts through simple, effective graphs, diagrams, and photographs."
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,39,Psychology  also incorporates links to relevant interactive exercises and animations that help bring topics to life.
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,40,Selected assessment items touch directly on students' lives.
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,41,Link to Learning  features direct students to online interactive exercises and animations that add a fuller context to core content and provide an opportunity for application.
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,42,Personal Application Questions  engage students in topics at a personal level to encourage reflection and promote discussion.
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,43,"Additional Resources   Student and Instructor Resources   We've compiled additional resources for both students and instructors, including Getting Started Guides, an instructor solution guide, a test bank, and PowerPoint slides."
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,44,"Instructor resources require a verified instructor account, which you can apply for when you log in or create your account on openstax.org."
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,45,Take advantage of these resources to supplement your OpenStax book.
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,46,Partner Resources   OpenStax Partners are our allies in the mission to make high-quality learning materials affordable and accessible to students and instructors everywhere.
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,47,Their tools integrate seamlessly with our OpenStax titles at a low cost.
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,48,"To access the partner resources for your text, visit your book page on openstax.org."
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,49,About the Authors   Senior Contributing Authors  Rose M. Spielman (Content Lead)    Dr. Rose Spielman has been teaching psychology and working as a licensed clinical psychologist for 20 years.
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,50,"Her academic career has included positions at Quinnipiac University, Housatonic Community College, and Goodwin College."
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,51,"As a licensed clinical psychologist, educator, and volunteer director, Rose is able to connect with people from diverse backgrounds and facilitate treatment, advocacy, and education."
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,52,"In her years of work as a teacher, therapist, and administrator, she has helped thousands of students and clients and taught them to advocate for themselves and move their lives forward to become more productive citizens and family members."
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,53,"Kathryn Dumper, Bainbridge State College    William Jenkins, Mercer University    Arlene Lacombe, Saint Joseph's University    Marilyn Lovett, Livingstone College    Marion Perlmutter, University of Michigan    Reviewers  Daniel Bellack, Trident Technical College    Jerimy Blowers, Cayuga Community College    Salena Brody, Collin College    Bettina Casad, University of Missouri–St."
17f9a360-57e1-4c3e-82f5-f9328ca23f04@24,0,1,Preface,54,"Louis    Sharon Chacon, Northeast Wisconsin Technical College    Barbara Chappell, Walden University    James Corpening    Frank Eyetsemitan, Roger Williams University    Tamara Ferguson, Utah State University    Kathleen Flannery, Saint Anselm College    Johnathan Forbey, Ball State University    Laura Gaudet, Chadron State College    William Goggin, University of Southern Mississippi    Jeffery K. Gray, Charleston Southern University    Heather Griffiths, Fayetteville State University    Mark Holder, University of British Columbia    Rita Houge, Des Moines Area Community College    Colette Jacquot, Strayer University    John Johanson, Winona State University    Andrew Johnson, Park University    Shaila Khan, Tougaloo College    Carol Laman, Houston Community College    Thomas Malloy, Rhode Island College    Jan Mendoza, Golden West College    Christopher Miller, University of Minnesota    Lisa Moeller, Beckfield College    Hugh Riley, Baylor University    Juan Salinas, University of Texas at Austin    Brittney Schrick, Southern Arkansas University    Phoebe Scotland, College of the Rockies    Christine Selby, Husson University    Brian Sexton, Kean University    Nancy Simpson, Trident Technical College    Robert Stennett, University of Georgia    Jennifer Stevenson, Ursinus College    Eric Weiser, Curry College    Valjean Whitlow, American Public University"
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,1,1.1     What Is Psychology?
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,2,1.2     History of Psychology      1.3     Contemporary Psychology      1.4     Careers in Psychology      Introduction                             Figure   1.1        Psychology is the scientific study of mind and behavior.
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,3,Clive Wearing is an accomplished musician who lost his ability to form new memories when he became sick at the age of 46.
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,4,"While he can remember how to play the piano perfectly, he cannot remember what he ate for breakfast just an hour ago (Sacks, 2007)."
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,5,James Wannerton experiences a taste sensation that is associated with the sound of words.
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,6,"His former girlfriend's name tastes like rhubarb (Mundasad, 2013)."
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,7,John Nash is a brilliant mathematician and Nobel Prize winner.
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,8,"However, while he was a professor at MIT, he would tell people that the  New York Times  contained coded messages from extraterrestrial beings that were intended for him."
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,9,He also began to hear voices and became suspicious of the people around him.
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,10,"Soon thereafter, Nash was diagnosed with schizophrenia and admitted to a state-run mental institution (O'Connor &amp; Robertson, 2002)."
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,11,Nash was the subject of the 2001 movie  A Beautiful Mind .
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,12,Why did these people have these experiences?
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,13,How does the human brain work?
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,14,And what is the connection between the brain's internal processes and people's external behaviors?
e87a0b1b-e4c0-4384-a515-85793a99d551@12,1,1,Chapter Outline,15,This textbook will introduce you to various ways that the field of psychology has explored these questions.
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,1,1.1     What Is Psychology?
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,2,"Learning Objectives By the end of this section, you will be able to:    Understand the etymology of the word ""psychology""   Define psychology   Understand the merits of an education in psychology       In Greek mythology, Psyche was a mortal woman whose beauty was so great that it rivaled that of the goddess Aphrodite."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,3,"Aphrodite became so jealous of Psyche that she sent her son, Eros, to make Psyche fall in love with the ugliest man in the world."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,4,"However, Eros accidentally pricked himself with the tip of his arrow and fell madly in love with Psyche himself."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,5,"He took Psyche to his palace and showered her with gifts, yet she could never see his face."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,6,"While visiting Psyche, her sisters roused suspicion in Psyche about her mysterious lover, and eventually, Psyche betrayed Eros' wishes to remain unseen to her ( Figure 1.2 )."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,7,"Because of this betrayal, Eros abandoned Psyche."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,8,"When Psyche appealed to Aphrodite to reunite her with Eros, Aphrodite gave her a series of impossible tasks to complete."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,9,"Psyche managed to complete all of these trials; ultimately, her perseverance paid off as she was reunited with Eros and was ultimately transformed into a goddess herself (Ashliman, 2001; Greek Myths &amp; Greek Mythology, 2014)."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,10,Figure   1.2        Antonio Canova's sculpture depicts Eros and Psyche.
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,11,"Psyche comes to represent the human soul's triumph over the misfortunes of life in the pursuit of true happiness (Bulfinch, 1855); in fact, the Greek word  psyche  means soul, and it is often represented as a butterfly."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,12,"The word  psychology  was coined at a time when the concepts of soul and mind were not as clearly distinguished (Green, 2001)."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,13,"The root  ology  denotes scientific study of, and  psychology  refers to the scientific study of the mind."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,14,"Since science studies only observable phenomena and the mind is not directly observable, we expand this definition to the scientific study of mind and behavior."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,15,The scientific study of any aspect of the world uses the scientific method to acquire knowledge.
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,16,"To apply the scientific method, a researcher with a question about how or why something happens will propose a tentative explanation, called a hypothesis, to explain the phenomenon."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,17,A hypothesis is not just any explanation; it should fit into the context of a scientific theory.
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,18,A scientific theory is a broad explanation or group of explanations for some aspect of the natural world that is consistently supported by evidence over time.
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,19,A theory is the best understanding that we have of that part of the natural world.
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,20,"Armed with the hypothesis, the researcher then makes observations or, better still, carries out an experiment to test the validity of the hypothesis."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,21,That test and its results are then published so that others can check the results or build on them.
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,22,"It is necessary that any explanation in science be testable, which means that the phenomenon must be perceivable and measurable."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,23,"For example, that a bird sings because it is happy is not a testable hypothesis, since we have no way to measure the happiness of a bird."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,24,"We must ask a different question, perhaps about the brain state of the bird, since this can be measured."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,25,"In general, science deals only with matter and energy, that is, those things that can be measured, and it cannot arrive at knowledge about values and morality."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,26,"This is one reason why our scientific understanding of the mind is so limited, since thoughts, at least as we experience them, are neither matter nor energy."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,27,The scientific method is also a form of empiricism.
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,28,"An  empirical method  for acquiring knowledge is one based on observation, including experimentation, rather than a method based only on forms of logical argument or previous authorities."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,29,It was not until the late 1800s that psychology became accepted as its own academic discipline.
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,30,"Before this time, the workings of the mind were considered under the auspices of philosophy."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,31,"Given that any behavior is, at its roots, biological, some areas of psychology take on aspects of a natural science like biology."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,32,"No biological organism exists in isolation, and our behavior is influenced by our interactions with others."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,33,"Therefore, psychology is also a social science."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,34,"Merits of an Education in Psychology   Often, students take their first psychology course because they are interested in helping others and want to learn more about themselves and why they act the way they do."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,35,"Sometimes, students take a psychology course because it either satisfies a general education requirement or is required for a program of study such as nursing or pre-med."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,36,Many of these students develop such an interest in the area that they go on to declare psychology as their major.
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,37,"As a result, psychology is one of the most popular majors on college campuses across the United States (Johnson &amp; Lubin, 2011)."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,38,A number of well-known individuals were psychology majors.
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,39,"Just a few famous names on this list are Facebook's creator Mark Zuckerberg, television personality and political satirist Jon Stewart, actress Natalie Portman, and filmmaker Wes Craven (Halonen, 2011)."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,40,"About 6 percent of all bachelor degrees granted in the United States are in the discipline of psychology (U.S. Department of Education, 2013)."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,41,An education in psychology is valuable for a number of reasons.
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,42,Psychology students hone critical thinking skills and are trained in the use of the scientific method.
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,43,Critical thinking is the active application of a set of skills to information for the understanding and evaluation of that information.
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,44,"The evaluation of information—assessing its reliability and usefulness— is an important skill in a world full of competing ""facts,"" many of which are designed to be misleading."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,45,"For example, critical thinking involves maintaining an attitude of skepticism, recognizing internal biases, making use of logical thinking, asking appropriate questions, and making observations."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,46,"Psychology students also can develop better communication skills during the course of their undergraduate coursework (American Psychological Association, 2011)."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,47,"Together, these factors increase students' scientific literacy and prepare students to critically evaluate the various sources of information they encounter."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,48,"In addition to these broad-based skills, psychology students come to understand the complex factors that shape one's behavior."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,49,"They appreciate the interaction of our biology, our environment, and our experiences in determining who we are and how we will behave."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,50,"They learn about basic principles that guide how we think and behave, and they come to recognize the tremendous diversity that exists across individuals and across cultural boundaries (American Psychological Association, 2011)."
f899805c-f3a3-4c8b-913b-8b4408f3054e@10,1,2,,51,Link to Learning     Watch a brief  video  that describes some of the questions a student should consider before deciding to major in psychology.
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,1,"Learning Objectives By the end of this section, you will be able to:    Understand the importance of Wundt and James in the development of psychology   Appreciate Freud's influence on psychology   Understand the basic tenets of Gestalt psychology   Appreciate the important role that behaviorism played in psychology's history   Understand basic tenets of humanism   Understand how the cognitive revolution shifted psychology's focus back to the mind       Psychology is a relatively young science with its experimental roots in the 19th century, compared, for example, to human physiology, which dates much earlier."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,2,"As mentioned, anyone interested in exploring issues related to the mind generally did so in a philosophical context prior to the 19th century."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,3,"Two men, working in the 19th century, are generally credited as being the founders of psychology as a science and academic discipline that was distinct from philosophy."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,4,Their names were Wilhelm Wundt and William James.
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,5,This section will provide an overview of the shifts in paradigms that have influenced psychology from Wundt and James through today.
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,6,Wundt and Structuralism   Wilhelm  Wundt  (1832–1920) was a German scientist who was the first person to be referred to as a psychologist.
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,7,His famous book entitled  Principles of Physiological Psychology  was published in 1873.
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,8,"Wundt viewed psychology as a scientific study of conscious experience, and he believed that the goal of psychology was to identify components of consciousness and how those components combined to result in our conscious experience."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,9,"Wundt used  introspection  (he called it ""internal perception""), a process by which someone examines their own conscious experience as objectively as possible, making the human mind like any other aspect of nature that a scientist observed."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,10,"Wundt's version of introspection used only very specific experimental conditions in which an external stimulus was designed to produce a scientifically observable (repeatable) experience of the mind (Danziger, 1980)."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,11,"The first stringent requirement was the use of ""trained"" or practiced observers, who could immediately observe and report a reaction."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,12,The second requirement was the use of repeatable stimuli that always produced the same experience in the subject and allowed the subject to expect and thus be fully attentive to the inner reaction.
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,13,"These experimental requirements were put in place to eliminate ""interpretation"" in the reporting of internal experiences and to counter the argument that there is no way to know that an individual is observing their mind or consciousness accurately, since it cannot be seen by any other person."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,14,This attempt to understand the structure or characteristics of the mind was known as  structuralism .
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,15,Wundt established his psychology laboratory at the University at Leipzig in 1879 ( Figure 1.3 ).
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,16,"In this laboratory, Wundt and his students conducted experiments on, for example, reaction times."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,17,"A subject, sometimes in a room isolated from the scientist, would receive a stimulus such as a light, image, or sound."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,18,"The subject's reaction to the stimulus would be to push a button, and an apparatus would record the time to reaction."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,19,"Wundt could measure reaction time to one-thousandth of a second (Nicolas &amp; Ferrand, 1999)."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,20,Figure   1.3        (a) Wilhelm Wundt is credited as one of the founders of psychology.
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,21,He created the first laboratory for psychological research.
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,22,b) This photo shows him seated and surrounded by fellow researchers and equipment in his laboratory in Germany.
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,23,"However, despite his efforts to train individuals in the process of introspection, this process remained highly subjective, and there was very little agreement between individuals."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,24,"As a result, structuralism fell out of favor with the passing of Wundt's student, Edward Titchener, in 1927 (Gordon, 1995)."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,25,James and Functionalism   William  James  (1842–1910) was the first American psychologist who espoused a different perspective on how psychology should operate ( Figure 1.4 ).
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,26,James was introduced to Darwin's theory of evolution by natural selection and accepted it as an explanation of an organism's characteristics.
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,27,"Key to that theory is the idea that natural selection leads to organisms that are adapted to their environment, including their behavior."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,28,"Adaptation means that a trait of an organism has a function for the survival and reproduction of the individual, because it has been naturally selected."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,29,"As James saw it, psychology's purpose was to study the function of behavior in the world, and as such, his perspective was known as  functionalism ."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,30,Functionalism focused on how mental activities helped an organism fit into its environment.
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,31,"Functionalism has a second, more subtle meaning in that functionalists were more interested in the operation of the whole mind rather than of its individual parts, which were the focus of structuralism."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,32,"Like Wundt, James believed that introspection could serve as one means by which someone might study mental activities, but James also relied on more objective measures, including the use of various recording devices, and examinations of concrete products of mental activities and of anatomy and physiology (Gordon, 1995)."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,33,"Figure   1.4        William James, shown here in a self-portrait, was the first American psychologist."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,34,Freud and Psychoanalytic Theory   Perhaps one of the most influential and well-known figures in psychology's history was Sigmund  Freud  ( Figure 1.5 ).
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,35,"Freud (1856–1939) was an Austrian neurologist who was fascinated by patients suffering from ""hysteria"" and neurosis."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,36,"Hysteria was an ancient diagnosis for disorders, primarily of women with a wide variety of symptoms, including physical symptoms and emotional disturbances, none of which had an apparent physical cause."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,37,Freud theorized that many of his patients' problems arose from the unconscious mind.
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,38,"In Freud's view, the unconscious mind was a repository of feelings and urges of which we have no awareness."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,39,"Gaining access to the unconscious, then, was crucial to the successful resolution of the patient's problems."
940601bd-564c-444d-9952-9d44f82cf324@13,1,3,History of Psychology,40,"According to Freud, the unconscious mind could be accessed through dream analysis, by examinations of the first words that came to people's minds, and through seemingly innocent slips of the tongue."
